processo,uf,municipio,codigo_ibge,orgao,objeto_compra,link_portal,parecer_geral,prioridade,deve_priorizar,modo_processamento,contexto_dominante,justificativa,recomendacao_motivo,total_itens,aderencia_direta,aderencia_parcial_forte,aderencia_parcial_fraca,falso_positivo_lexical,nao_aderente,valor_estimado,valor_homologado,data_encerramento,srp,situacao,provedor,modelo,analisado_em,custo_usd,tok_in,tok_out,cache_r,cache_w,n_chamadas_llm,lat_ms_total
18307512000160-1-000030/2026,MG,Virginópolis,3171808,MUNICIPIO DE VIRGINOPOLIS,Registro de preços para futura e eventual aquisição de gêneros alimentícios para a merenda escolar em atendimento a secretaria municipal de educação de Virginópolis/MG.,https://app2.licitardigital.com.br/pesquisa/96242,NAO_ADERENTE,,0,pre_filtro,,,,50,0,0,0,0,50,4943444.9,,2026-05-05,1,Divulgada no PNCP,pre_filtro,heuristica,2026-04-22T00:59:25,0.0,0,0,0,0,1,0
18308734000106-1-000006/2026,MG,São Sebastião do Oeste,3164605,MUNICIPIO DE SAO SEBASTIAO DO OESTE,"[LICITANET] - AQUISIÇÃO DE MATERIAIS DE ESCRITÓRIO E DIDÁTICOS, DESTINADOS À MANUTENÇÃO DAS ATIVIDADES ADMINISTRATIVAS E OPERACIONAIS DAS SECRETARIAS MUNICIPAIS REQUISITANTES DO MUNICÍPIO DE SÃO SEBASTIÃO DO OESTE/MG, DE ACORDO COM AS CONDIÇÕES, QUANTIDADES E ESPECIFICAÇÕES ESTABELECIDAS NESTE DOCUM…",https://licitanet.com.br/sessao/177660,NAO_ADERENTE,,0,meepp,,,,50,0,0,0,0,50,2505648.04,,2026-04-29,1,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:22,0.0,0,0,0,0,1,0
18313825000121-1-000044/2026,MG,Igaratinga,3130200,MUNICIPIO DE IGARATINGA,"CONTRATAÇÃO DE EMPRESA PARA A PRESTAÇÃO DE SERVIÇOS DE BORRACHARIA, INCLUINDO TROCA E CONSERTO DE PNEUS, DESTINADOS À MANUTENÇÃO DOS VEÍCULOS E MAQUINÁRIOS PERTENCENTES À FROTA MUNICIPAL DO MUNICÍPIO DE IGARATINGA/MG,",https://app2.licitardigital.com.br/pesquisa/97302,NAO_ADERENTE,,0,meepp,,,,24,0,0,0,0,24,0.0,,2026-04-30,0,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:23,0.0,0,0,0,0,1,0
18334268000125-1-000061/2026,MG,Caratinga,3113404,MUNICIPIO DE CARATINGA,CONTRATACAO DE EMPRESA PARA FORNECIMENTO DE CAL  PARA PINTURA NAS VIAS PUBLICAS, ,NAO_ADERENTE,,0,meepp,,,,1,0,0,0,0,1,55300.0,,2026-04-29,1,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:22,0.0,0,0,0,0,1,0
18334268000125-1-000062/2026,MG,Caratinga,3113404,MUNICIPIO DE CARATINGA,Contratacao de empresa para fornecimento de equipamentos de protecao individual EPI  para atender aos servidores da secretaria municipal de Meio Ambiente e Servicos Urbanos., ,NAO_ADERENTE,,0,meepp,,,,24,0,0,0,0,24,163120.35,,2026-04-29,1,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:22,0.0,0,0,0,0,1,0
18334268000125-1-000064/2026,MG,Caratinga,3113404,MUNICIPIO DE CARATINGA,CONTRATACAO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO MATERIAIS  ESPORTIVOS E FISIOTERAPEUTICOS  COM VISTAS A ATENDER OS CAPS I  CAPS II   CAPS AD E POLICLINICA MUNICIPAL., ,NAO_ADERENTE,,0,meepp,,,,39,0,0,0,0,39,80235.2,,2026-04-30,1,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:23,0.0,0,0,0,0,1,0
18338137000116-1-000033/2026,MG,Chácara,3115904,MUNICIPIO DE CHACARA,"Contratação de Empresa Especializada em Serviços de Alinhamento, Balanceamento, Cambagem e Desempeno de Rodas para a Frota Municipal da Prefeitura de Chácara-MG.",https://app2.ammlicita.org.br/pesquisa/96915,NAO_ADERENTE,,0,meepp,,,,8,0,0,0,0,8,76351.75,,2026-04-29,1,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:22,0.0,0,0,0,0,1,0
18338202000103-1-000028/2026,MG,Olaria,3145406,MUNICIPIO DE OLARIA,"[Portal de Compras Públicas] - Registro de preços para futura e eventual contratação de empresa especializada no fornecimento de Equipamentos de Proteção Individual (EPIs), destinados à proteção e segurança dos servidores que desempenham atividades operacionais nas diversas secretariasda administraç…",https://www.portaldecompraspublicas.com.br/processos/MG/Prefeitura-Municipal-Olaria-4084/RPE-41-2026-2026-472142,NAO_ADERENTE,,0,meepp,,,,19,0,0,0,0,19,142335.39,,2026-05-04,1,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:23,0.0,0,0,0,0,1,0
18338269000148-1-000004/2026,MG,Santa Rita de Jacutinga,3159308,MUNICIPIO DE SANTA RITA DE JACUTINGA,"[Portal de Compras Públicas] - O objeto da presente licitação é a aquisição de alimentos para a merenda escolar, suprindo as necessidades da Secretaria Municipal de Educação visando atender as Escolas da Rede Municipal de Educação de Santa Rita de Jacutinga, conforme condições, quantidades e exigênc…",https://www.portaldecompraspublicas.com.br/processos/MG/Prefeitura-Municipal-de-Santa-Rita-de-Jacutinga-3481/RPE-52-2026-2026-471550,NAO_ADERENTE,,0,meepp,,,,49,0,0,0,0,49,443096.3,,2026-04-29,1,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:23,0.0,0,0,0,0,1,0
18338830000199-1-000020/2026,MG,Iapu,3129301,MUNICIPIO DE IAPU,"CONTRATAÇÃO DE PRESTAÇÃO DE SERVIÇOS DE HIDROGINÁSTICA, DESTINADOS AOS IDOSOS INSERIDOS NO PROGRAMA DA 3° IDADE DA SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, CONFORME TERMO DE REFERÊNCIA.",,NAO_ADERENTE,,0,meepp,,,,1,0,0,0,0,1,44145.0,,2026-05-07,0,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:22,0.0,0,0,0,0,1,0
18385088000172-1-000053/2026,MG,Manhuaçu,3139409,MUNICIPIO DE MANHUACU,"AQUISIÇÃO FUTURA E PARCELADA DE PRODUTOS DE LIMPEZA E LAVANDERIA HOSPITALAR COM OS RESPECTIVOS DILUIDORES E DOSADORES EM REGIME DE COMODATO, CUJO FORNECIMENTO SE DARÁ POR EMPRESA ESPECIALIZADA DO RAMO E DEVIDAMENTE AUTORIZADA A EXERCER ESTA ATIVIDADE,  DESTINADO AO SETOR DE LAVANDERIA/LIMPEZA DA SEC…",https://bllcompras.com/Process/ProcessView?param1=[gkz]plwb54eatIfy_jqYABBLCrYZ30hKxU/lTCTEUlOG_kCTauZTGcSnYv1eymjZs8f8_0pjqhRsG8VFPVin9zIWSUjmzSip2WDSVzqqsby8j94=,NAO_ADERENTE,,0,pre_filtro,,,,9,0,0,0,0,9,280968.0,,2026-04-29,1,Divulgada no PNCP,pre_filtro,heuristica,2026-04-22T00:59:25,0.0,0,0,0,0,1,0
18428854000139-1-000019/2026,MG,Conceição das Alagoas,3117306,MUNICIPIO DE CONCEICAO DAS ALAGOAS,"[LICITANET] - contratação de pessoa jurídica para fornecimento de refeição livre acompanhada de 01 (um) refrigerante ou suco natural de 350 ml, marmitex, refrigerante de 200 ml, refrigerante de 600 ml, refrigerante de 01(um) litro e refrigerante de 02 (dois) litros, para atender a Administração Públ…",https://licitanet.com.br/sessao/178162,NAO_ADERENTE,,0,pre_filtro,,,,2,0,0,0,0,2,320581.96,,2026-04-30,0,Divulgada no PNCP,pre_filtro,heuristica,2026-04-22T00:59:24,0.0,0,0,0,0,1,0
18554147000199-1-000045/2026,MG,Piraúba,3151305,MUNICIPIO DE PIRAUBA,[Portal de Compras Públicas] - REGISTRO DE PREÇOS PARA AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS.,https://www.portaldecompraspublicas.com.br/processos/MG/Prefeitura-Municipal-de-Pirauba-4946/RPE-43-2026-2026-471711,NAO_ADERENTE,,0,meepp,,,,50,0,0,0,0,50,1610744.82,,2026-04-29,1,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:23,0.0,0,0,0,0,1,0
18554147000199-1-000047/2026,MG,Piraúba,3151305,MUNICIPIO DE PIRAUBA,[Portal de Compras Públicas] - REGISTRO DE PREÇOS PARA AQUISIÇÃO DE HORTIFRUTIGRANJEIROS.,https://www.portaldecompraspublicas.com.br/processos/MG/Prefeitura-Municipal-de-Pirauba-4946/RPE-47-2026-2026-471850,NAO_ADERENTE,,0,meepp,,,,49,0,0,0,0,49,492604.85,,2026-04-30,1,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:23,0.0,0,0,0,0,1,0
18584961000156-1-000030/2026,MG,Ibiá,3129509,MUNICIPIO DE IBIA,"[LICITANET] - REGISTRO DE PREÇOS PARA FUTURAS E EVENTUAIS AQUISIÇÃO DE 4.000 (QUATRO MIL) UNIDADES DE “CESTAS BÁSICAS”, 5.000 (CINCO MIL) UNIDADES DE “KIT DE HIGIENE PESSOAL” PARA ATENDER ÀS FAMÍLIAS EM SITUAÇÃO DE VULNERABILIDADE SOCIAL ATENDIDAS PELO CRAS (CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIA…",https://licitanet.com.br/sessao/178536,NAO_ADERENTE,,0,pre_filtro,,,,24,0,0,0,0,24,1176730.0,,2026-04-29,1,Divulgada no PNCP,pre_filtro,heuristica,2026-04-22T00:59:24,0.0,0,0,0,0,1,0
18629840000183-1-000015/2026,MG,Poços de Caldas,3151800,MUNICIPIO DE POCOS DE CALDAS,"[Portal de Compras Públicas] - FORNECIMENTO DE BEBIDA À BASE DE SOJA, AVEIA, VINAGRE DE ÁLCOOL, SAL, FEIJÃO E MARGARINA PARA COMPOSIÇÃO DA ALIMENTAÇÃO ESCOLAR - SECRETARIA MUNICIPAL DE EDUCAÇÃO",https://www.portaldecompraspublicas.com.br/processos/MG/Prefeitura-Municipal-de-Pocos-de-Caldas-3181/RPE-003-2026-2026-462980,NAO_ADERENTE,,0,pre_filtro,,,,4,0,0,0,0,4,1476740.0,,2026-05-04,1,Divulgada no PNCP,pre_filtro,heuristica,2026-04-22T00:59:24,0.0,0,0,0,0,1,0
18668368000198-1-000108/2026,MG,Juruaia,3136900,MUNICIPIO DE JURUAIA,AQUISIÇÃO DE MATERIAL DE EXPEDIENTE PARA USO EM TODOS OS SETORES DA PREFEITURA MUNICIPAL DE JURUAIA/MG,https://app2.ammlicita.org.br/pesquisa/97015,NAO_ADERENTE,,0,meepp,,,,43,0,0,0,0,43,58370.76,,2026-04-30,0,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:23,0.0,0,0,0,0,1,0
18668368000198-1-000114/2026,MG,Juruaia,3136900,MUNICIPIO DE JURUAIA,"AQUISIÇÃO DE GRAMA, SUBSTRATO E LIMITADOR DE GRAMA PARA ATENDER A DEMANDA DA SECRETARIA DE URBANISMO E MEIO AMBIENTE DO MUNICÍPIO DE JURUAIA/MG",https://app2.ammlicita.org.br/pesquisa/97104,NAO_ADERENTE,,0,meepp,,,,3,0,0,0,0,3,42093.0,,2026-04-30,0,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:23,0.0,0,0,0,0,1,0
18682930000138-1-000034/2026,MG,Andrelândia,3102803,MUNICIPIO DE ANDRELANDIA,Contratação de empresa especializada para instalação e manutenção das câmeras de segurança já existentes nos prédios que compõem as secretarias municipais.,https://bllcompras.com/Process/ProcessView?param1=[gkz]fRmLQfm3vTD455Mxg9IRUurt_cUSOAi6zNssiyoYesb4YFaBQNMZbhtdMaJTexei9TOQ0/sJ74/CiwaxapFOv7C10MIVA4XJbk46G3AXPfc=,NAO_ADERENTE,,0,meepp,,,,13,0,0,0,0,13,56020.0,,2026-05-06,0,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:22,0.0,0,0,0,0,1,0
18685438000116-1-000030/2026,MG,Piedade do Rio Grande,3150307,MUNICIPIO DE PIEDADE DO RIO GRANDE,"Contratação de empresa especializada em planejamento, organização, montagem, execução, gerenciamento e controle técnico-operacional da 10º edição do Trilhão de Motos em Piedade do Rio Grande/MG",https://piedadedoriogrande.licitapp.com.br/processos,NAO_ADERENTE,,0,meepp,,,,9,0,0,0,0,9,31575.3,,2026-04-30,0,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:23,0.0,0,0,0,0,1,0
18715383000140-1-000190/2026,MG,Belo Horizonte,3106200,MUNICIPIO DE BELO HORIZONTE,"O objeto da presente licitação é aquisição de materiais para atendimento pré-hospitalar – APH – Tático Policial, conforme condições e exigências estabelecidas neste Edital, Termo de Referência e demais anexos.",https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=98412305970042026,NAO_ADERENTE,,0,meepp,,,,14,0,0,0,0,14,235883.6,,2026-05-05,0,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:22,0.0,0,0,0,0,1,0
18715391000196-1-000227/2025,MG,Betim,3106705,MUNICIPIO DE BETIM,"[Portal de Compras Públicas] - EMPRESA ESPECIALIZADA PARA LOCAÇÃO DE TANQUE E CILINDROS, CESSÃO DE CENTRAIS DE GASES EM REGIME DE COMODATO, FORNECIMENTO DE GASES MEDICINAIS LÍQUIDOS E GASOSOS E MANUTENÇÃO NOS ITENS LOCADOS E NOS CILINDROS PRÓPRIOS (SAMU E TRANSPORTE), A FIM DE ATENDER ÀS NECESSIDADE…",https://www.portaldecompraspublicas.com.br/processos/MG/Prefeitura-Municipal-de-Betim-1198/PE-73-2025-2026-455718,NAO_ADERENTE,,0,pre_filtro,,,,17,0,0,0,0,17,0.0,,2026-04-30,0,Divulgada no PNCP,pre_filtro,heuristica,2026-04-22T00:59:24,0.0,0,0,0,0,1,0
18803072000132-1-000016/2026,MG,Bocaiúva,3107307,MUNICIPIO DE BOCAIUVA,"[Portal de Compras Públicas] - REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL AQUISIÇÃO DE MATERIAIS PARA ARTESANATO, PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE SAÚDE E DA SECRETARIA MUNICIPAL DE DESENVOLVIMENTO SOCIAL",https://portaldecompraspublicas.com.br/processos/MG/Prefeitura-Municipal-de-Bocaiuva-1325/RPE-07-2026-2026-460815,NAO_ADERENTE,,0,meepp,,,,50,0,0,0,0,50,1130436.3,,2026-05-11,1,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:22,0.0,0,0,0,0,1,0
18803072000132-1-000019/2026,MG,Bocaiúva,3107307,MUNICIPIO DE BOCAIUVA,"[Portal de Compras Públicas] - REGISTRO DE PREÇOS PARA AQUISIÇÃO DE ADUBOS E FUNGICIDAS, PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE ESPORTE, LAZER, INFÂNCIA E JUVENTUDE",https://portaldecompraspublicas.com.br/processos/MG/Prefeitura-Municipal-de-Bocaiuva-1325/RPE-13-2026-2026-461273,NAO_ADERENTE,,0,meepp,,,,3,0,0,0,0,3,21850.0,,2026-05-18,1,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:22,0.0,0,0,0,0,1,0
18803072000132-1-000022/2026,MG,Bocaiúva,3107307,MUNICIPIO DE BOCAIUVA,"[Portal de Compras Públicas] - REGISTRO DE PREÇOS PARA CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM MANUTENÇÃO PREVENTIVA, CORRETIVA, INSTALAÇÃO E DESINSTALAÇÃO DE AR CONDICIONADO, PARA ATENDER AS NECESIDADES DAS SECRETARIAS MUNICIPAIS",https://portaldecompraspublicas.com.br/processos/MG/Prefeitura-Municipal-de-Bocaiuva-1325/RPE-17-2026-2026-465494,NAO_ADERENTE,,0,meepp,,,,17,0,0,0,0,17,181393.3,,2026-05-19,1,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:22,0.0,0,0,0,0,1,0
18803072000132-1-000040/2026,MG,Bocaiúva,3107307,MUNICIPIO DE BOCAIUVA,"[Portal de Compras Públicas] - REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL FORNECIMENTO DE REFEIÇÕES SELF-SERVICE NA CIDADE DE MONTES CLAROS/MG, PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE SAÚDE E DA SECRETARIA MUNICIPAL DE DESENVOLVIMENTO SOCIAL",https://www.portaldecompraspublicas.com.br/processos/MG/Prefeitura-Municipal-de-Bocaiuva-1325/RPE-24-2026-2026-471136,NAO_ADERENTE,,0,meepp,,,,1,0,0,0,0,1,67864.0,,2026-05-13,1,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:22,0.0,0,0,0,0,1,0
19279827000104-1-000042/2026,MG,Carangola,3113305,MUNICIPIO DE CARANGOLA,"Contratação de empresa especializada no fornecimento de legumes e frutas, conforme quantitativos constantes deste Termo de Referência, com exclusividade de Microempresas - ME, Empresas de Pequeno Porte - EPP e Microempreendedores Individuais  MEI.",www.carangola.mg.gov.br,NAO_ADERENTE,,0,meepp,,,,21,0,0,0,0,21,908298.9,,2026-04-30,1,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:22,0.0,0,0,0,0,1,0
19279827000104-1-000046/2026,MG,Carangola,3113305,MUNICIPIO DE CARANGOLA,"Contratação de empresa especializada no preparo e fornecimento de refeições prontas do tipo marmitex, devidamente acondicionadas em embalagens adequadas para consumo, destinadas à alimentação de servidores públicos, profissionais e prestadores de serviços vinculados à Secretaria Municipal de Saúde, …",www.carangola.mg.gov.br,NAO_ADERENTE,,0,meepp,,,,1,0,0,0,0,1,25660.0,,2026-05-05,1,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:23,0.0,0,0,0,0,1,0
19279827000104-1-000047/2026,MG,Carangola,3113305,MUNICIPIO DE CARANGOLA,"Contratação de empresa especializada para o fornecimento de produtos alimentícios, conforme quantitativos constantes deste Termo de Referência, destinados ao atendimento das necessidades dos CAPS I, CAPS AD, CAPS IJ e do Centro de Convivência e Cultura, vinculados à Prefeitura Municipal de Carangola…",www.carangola.mg.gov.br,NAO_ADERENTE,,0,meepp,,,,50,0,0,0,0,50,463569.42,,2026-05-07,1,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:23,0.0,0,0,0,0,1,0
19382647000153-1-000128/2026,MG,Guaraciaba,3128204,MUNICIPIO DE GUARACIABA,"contratação de empresa especializada para prestação de serviços de desenvolvimento, implantação, hospedagem, manutenção e suporte técnico de site institucional e portal da transparência para o Município de Guaraciaba/MG.",https://app2.ammlicita.org.br/pesquisa/96959,NAO_ADERENTE,,0,meepp,,,,3,0,0,0,0,3,11899.86,,2026-05-08,0,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:23,0.0,0,0,0,0,1,0
19718360000151-1-000037/2026,MG,Conselheiro Lafaiete,3118304,MUNICIPIO DE CONSELHEIRO LAFAIETE,"Contratação de empresa especializada para confecção, desenvolvimento, implantação e manutenção de site institucional oficial da Prefeitura Municipal, incluindo serviços de hospedagem, suporte técnico, atualizações, segurança da informação e fornecimento de 300 (trezentas) a 400 (quatrocentas) contas…",,NAO_ADERENTE,,0,meepp,,,,2,0,0,0,0,2,60750.0,,2026-04-30,0,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:23,0.0,0,0,0,0,1,0
19871680000147-1-000019/2026,MG,Ipatinga,3131307,CAMARA MUNICIPAL DE IPATINGA,"Contratação de empresa especializada na prestação de serviços de gerenciamento e controle do abastecimento de combustíveis automotivos, com disponibilização de combustíveis em rede credenciada de postos, por meio de sistema informatizado integrado, com utilização de cartões magnéticos e/ou dispositi…",https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=92652205900012026,NAO_ADERENTE,,0,pre_filtro,,,,1,0,0,0,0,1,506736.0,,2026-05-05,0,Divulgada no PNCP,pre_filtro,heuristica,2026-04-22T00:59:24,0.0,0,0,0,0,1,0
20356739000148-1-000026/2026,MG,Jeceaba,3135407,MUNICIPIO DE JECEABA,"Aquisição de 10 bibliotecas completas, cada uma composta por 275 livros literários, destinadas às escolas que integram o Sistema Municipal de Educação de Jeceaba/MG. Além disso, prevê-se a aquisição de kits de livros literários para os alunos da Educação Infantil e do Ensino Fundamental, com o objet…",,NAO_ADERENTE,,0,meepp,,,,19,0,0,0,0,19,696199.84,,2026-05-05,1,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:22,0.0,0,0,0,0,1,0
20356747000194-1-000021/2026,MG,Entre Rios de Minas,3123908,MUNICIPIO DE ENTRE RIOS DE MINAS,"FUTURA E EVENTUAL AQUISIÇÃO DE MATERIAIS DE LIMPEZA, COPA E COZINHA, DESTINADOS A ATENDER ÀS DEMANDAS DAS SECRETARIAS DA PREFEITURA MUNICIPAL DE ENTRE RIOS DE MINAS / MG.",,NAO_ADERENTE,,0,meepp,,,,50,0,0,0,0,50,849819.99,,2026-04-29,1,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:23,0.0,0,0,0,0,1,0
20920625000189-1-000006/2026,MG,Tapiraí,3168200,MUNICIPIO DE TAPIRAI,"[LICITANET] - Registro de preços para futura e eventual aquisição de materiais de limpeza, higiene, utilidades e utensílios de copa e cozinha para atendimento das demandas das Secretarias Municipais de Tapiraí/MG.",https://licitanet.com.br/sessao/179282,NAO_ADERENTE,,0,pre_filtro,,,,50,0,0,0,0,50,3735677.6,,2026-05-13,1,Divulgada no PNCP,pre_filtro,heuristica,2026-04-22T00:59:25,0.0,0,0,0,0,1,0
20920625000189-1-000007/2026,MG,Tapiraí,3168200,MUNICIPIO DE TAPIRAI,[LICITANET] - Registro de preços para futura e eventual aquisição de gêneros alimentícios para atender as demandas das Secretarias e uso na merenda escolar do Município de Tapiraí-MG.,https://licitanet.com.br/sessao/179308,NAO_ADERENTE,,0,pre_filtro,,,,48,0,0,0,0,48,2344292.5,,2026-05-04,1,Divulgada no PNCP,pre_filtro,heuristica,2026-04-22T00:59:25,0.0,0,0,0,0,1,0
20926044000154-1-000007/2026,MG,São Sebastião do Paraíso,3164704,CAMARA MUNICIPAL DE SAO SEBASTIAO DO PARAISO,"Salgadinhos sortidos, fritos e assados, e refrigerantes para fornecimento como uma refeição completa, pronta para o consumo, sendo: para os servidores e vereadores participantes das reuniões legislativas decorridas no período noturno, haja vista que essas reuniões podem se prolongar por várias horas…",https://app2.licitardigital.com.br/pesquisa/96266,NAO_ADERENTE,,0,pre_filtro,,,,13,0,0,0,0,13,136955.66,,2026-04-29,0,Divulgada no PNCP,pre_filtro,heuristica,2026-04-22T00:59:25,0.0,0,0,0,0,1,0
21040001000130-1-000037/2026,MG,Itajubá,3132404,UNIVERSIDADE FEDERAL DE ITAJUBA,"Contratação de serviços contínuos de empresa especializada em locação de PATROL (com operador), RETROESCAVADEIRA (com operador), ESCAVADEIRA (com operador), CAMINHÃO CAÇAMBA (com operador), CAMINHÃO GUINDASTE/MUNCK (com operador), CAMINHÃO HIDROJATO (Com operador) e CAÇAMBA para recolhimento de entu…",https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=15303005900072026,NAO_ADERENTE,,0,meepp,,,,7,0,0,0,0,7,266334.5,,2026-05-04,0,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:22,0.0,0,0,0,0,1,0
22679153000140-1-000034/2026,MG,São Francisco,3161106,MUNICIPIO DE SAO FRANCISCO,"[Portal de Compras Públicas] - Registro de Preços para futuras e eventuais Aquisições de Gêneros Alimentícios a serem destinados à Alimentação Escolar dos alunos das Escolas Municipais da Educação Básica, a serem realizadas de forma parcelada, para atender à solicitação da Secretaria Municipal de Ed…",https://www.portaldecompraspublicas.com.br/processos/MG/Prefeitura-Municipal-de-Sao-Francisco-1189/RPE-Pregao-Eletronico-nO-006-2026-2026-470827,NAO_ADERENTE,,0,pre_filtro,,,,6,0,0,0,0,6,4870939.64,,2026-04-29,1,Divulgada no PNCP,pre_filtro,heuristica,2026-04-22T00:59:25,0.0,0,0,0,0,1,0
23278690000140-1-000029/2026,MG,Passos,3147907,SERVICO AUTONOMO DE AGUA E ESGOTO,Aquisição de uniformes para atender a demanda dos servidores lotados nos diversos setores do SAAE.,https://app2.ammlicita.org.br/pesquisa/97230,NAO_ADERENTE,,0,meepp,,,,17,0,0,0,0,17,141788.4,,2026-04-29,1,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:23,0.0,0,0,0,0,1,0
24380651000112-1-000017/2026,MG,São Gonçalo do Rio Abaixo,3161908,MUNICIPIO DE SAO GONCALO DO RIO ABAIXO,"Registro de preços para futura e eventual aquisição de utensílios domésticos, artigos de acondicionamento e equipamentos; para atender a demanda da Secretaria Municipal de Educação de S.G.R.A-MG.",https://app2.licitardigital.com.br/pesquisa/95245,NAO_ADERENTE,,0,meepp,,,,50,0,0,0,0,50,1019761.29,,2026-05-04,1,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:22,0.0,0,0,0,0,1,0
25223850000180-1-000015/2026,MG,Urucuia,3170529,MUNICIPIO DE URUCUIA,"Aquisição de bens permanentes, compreendendo mobiliários,eletrodomésticos e equipamentos de informática, destinados ao atendimento dasunidades da rede municipal de ensino do Município de Urucuia/MG, em especial àsunidades de educação infantil (Pró-Infâncias), bem como aos setores administrativosda S…",https://pncp.gov.br/app/contratos?q=urucuia&status=todos&pagina=1,NAO_ADERENTE,,0,meepp,,,,5,0,0,0,0,5,43529.53,,2026-04-30,0,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:23,0.0,0,0,0,0,1,0
25970260000110-1-000026/2026,MG,Virgínia,3171709,MUNICIPIO DE VIRGINIA,"Elaboração de Ata de Registro de Preços para futura e eventual aquisição de diversos equipamentos elétricos e mecânicos, destinados à utilização em serviços de manutenção e reparos nos diversos setores da Prefeitura Municipal de Virgínia, conforme condições e especificações estabelecidas no Termo de…",https://app2.licitardigital.com.br/pesquisa/97061,NAO_ADERENTE,,0,meepp,,,,9,0,0,0,0,9,19660.7,,2026-04-29,1,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:23,0.0,0,0,0,0,1,0
64480643000162-1-000001/2026,MG,Passos,3147907,CAMARA MUNICIPAL DE PASSOS,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA FORNECIMENTO DE EQUIPAMENTOS DE INFORMÁTICA; SUPRIMENTOS DE IMPRESSÃO; INFRAESTRUTURA DE REDE; FERRAMENTAS TÉCNICAS E LICENCIAMENTO DE SOFTWARES,https://app2.ammlicita.org.br/pesquisa/93140,NAO_ADERENTE,,0,pre_filtro,,,,50,0,0,0,0,50,0.0,,2026-05-06,0,Divulgada no PNCP,pre_filtro,heuristica,2026-04-22T00:59:24,0.0,0,0,0,0,1,0
64487614000122-1-000055/2026,MG,Juatuba,3136652,MUNICIPIO DE JUATUBA,Aquisição de trator cortador de grama para conservação e manutenção de gramado,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=98269105900192026,NAO_ADERENTE,,0,meepp,,,,1,0,0,0,0,1,28023.8,,2026-05-08,0,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:22,0.0,0,0,0,0,1,0
